PG.ProteinGroups	PG.Genes	[1] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_A10_S28.raw.PG.Quantity	[2] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_A11_S32.raw.PG.Quantity	[3] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_A1_S01.raw.PG.Quantity	[4] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_A2_S04.raw.PG.Quantity	[5] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_A3_S07.raw.PG.Quantity	[6] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_A4_S10.raw.PG.Quantity	[7] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_A5_S13.raw.PG.Quantity	[8] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_A6_S16.raw.PG.Quantity	[9] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_A7_S19.raw.PG.Quantity	[10] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_A8_S22.raw.PG.Quantity	[11] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_A9_S25.raw.PG.Quantity	[12] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_B10_S29.raw.PG.Quantity	[13] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_B11_S33.raw.PG.Quantity	[14] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_B12_S35.raw.PG.Quantity	[15] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_B1_S02.raw.PG.Quantity	[16] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_B2_S05.raw.PG.Quantity	[17] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_B3_S08.raw.PG.Quantity	[18] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_B4_S11.raw.PG.Quantity	[19] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_B5_S14.raw.PG.Quantity	[20] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_B6_S17.raw.PG.Quantity	[21] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_B7_S20.raw.PG.Quantity	[22] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_B8_S23.raw.PG.Quantity	[23] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_B9_S26.raw.PG.Quantity	[24] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_C10_S30.raw.PG.Quantity	[25] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_C11_S34.raw.PG.Quantity	[26] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_C12_S36.raw.PG.Quantity	[27] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_C1_S03.raw.PG.Quantity	[28] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_C2_S06.raw.PG.Quantity	[29] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_C3_S09.raw.PG.Quantity	[30] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_C4_S12.raw.PG.Quantity	[31] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_C5_S15.raw.PG.Quantity	[32] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_C6_S18.raw.PG.Quantity	[33] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_C7_S21.raw.PG.Quantity	[34] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_C8_S24.raw.PG.Quantity	[35] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_C9_S27.raw.PG.Quantity	[36] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_D1_S37.raw.PG.Quantity	[37] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_D2_S40.raw.PG.Quantity	[38] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_E1_S38.raw.PG.Quantity	[39] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_E2_S41.raw.PG.Quantity	[40] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_F1_S39.raw.PG.Quantity	[41] 20260604_AST1_ENO7_PRI_FAIMS45_DIA_60SPD_8cmPS_P08_R2043_X4009_ADG000274_F2_S42.raw.PG.Quantity
A0A096MJY4	Mef2c	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.03745460510254	57.339134216308594	129.4434814453125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.96052551269531	27.246885299682617	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.35836029052734	102.68537139892578	8.44228744506836	85.10012817382812	NaN	NaN	NaN
A0A0G2JTR4	Abr	440.12152099609375	NaN	962.3001708984375	605.1826782226562	358.0772705078125	678.7352294921875	235.12965393066406	169.0548858642578	195.90426635742188	321.01239013671875	298.8870849609375	430.57232666015625	NaN	NaN	741.9658203125	738.1044921875	464.9193420410156	943.7896728515625	340.855224609375	240.5323486328125	184.4596710205078	371.18060302734375	409.1342468261719	335.1530456542969	NaN	NaN	813.4147338867188	582.2987060546875	452.2077941894531	898.8873291015625	248.06309509277344	194.66871643066406	142.47940063476562	238.96798706054688	261.54302978515625	NaN	111.25320434570312	750.832275390625	NaN	NaN	NaN
A0A0G2JTY4	Nfatc3	28.23134994506836	NaN	30.404672622680664	26.9372615814209	NaN	NaN	48.906558990478516	34.85299301147461	NaN	16.678668975830078	NaN	28.844449996948242	NaN	NaN	8.582930564880371	NaN	NaN	NaN	73.35974884033203	NaN	NaN	21.75086784362793	84.35086059570312	67.38151550292969	NaN	NaN	13.945955276489258	NaN	NaN	NaN	NaN	75.49832916259766	NaN	NaN	80.53549194335938	NaN	NaN	NaN	2374.09814453125	602.5015869140625	NaN
A0A0G2JUG7	Iqsec1	525.6138916015625	NaN	356.7643737792969	391.166748046875	353.9310607910156	414.4551696777344	383.4651184082031	440.9185791015625	424.3011169433594	890.4638671875	314.6527099609375	695.2392578125	NaN	NaN	301.3449401855469	174.77610778808594	471.778076171875	331.0885009765625	373.8739013671875	460.3302917480469	287.70269775390625	589.4678344726562	489.65313720703125	889.961181640625	NaN	NaN	306.86932373046875	344.2694091796875	423.2345886230469	326.1770324707031	282.2987060546875	409.3154296875	190.5632781982422	529.6608276367188	639.664306640625	NaN	414.5333557128906	781.8319702148438	NaN	226.79965209960938	689.726806640625
A0A0G2JV04	Gga3	766.09912109375	NaN	585.2351684570312	340.2889709472656	257.5354919433594	1033.53662109375	247.66116333007812	191.28817749023438	343.7152404785156	486.39703369140625	392.68072509765625	798.8661499023438	54.657657623291016	2432.752197265625	433.6579895019531	586.4236450195312	268.46820068359375	1528.3712158203125	459.6822204589844	390.5310974121094	306.3411560058594	689.2263793945312	836.2125854492188	703.2561645507812	NaN	NaN	543.500244140625	1519.728759765625	493.18890380859375	1145.6378173828125	184.86451721191406	347.9364318847656	142.65045166015625	657.7050170898438	582.0105590820312	NaN	NaN	10112.7353515625	NaN	NaN	NaN
A0A0G2JXN2	Trim46	572.3514404296875	NaN	104.87828826904297	160.73062133789062	169.02488708496094	NaN	226.2106170654297	599.047119140625	883.7230834960938	260.9161071777344	577.0438232421875	266.69732666015625	NaN	NaN	80.2246322631836	493.70928955078125	87.47350311279297	NaN	214.4930877685547	541.6693115234375	798.6358032226562	352.6006164550781	551.6663208007812	307.85711669921875	NaN	NaN	100.12582397460938	193.4885711669922	163.76876831054688	85.05266571044922	263.7532043457031	461.65753173828125	865.9346923828125	261.3957824707031	478.3682861328125	3596.206787109375	NaN	NaN	NaN	NaN	6045.7646484375
A0A0G2JXT6	Mtmr6	322.5308532714844	266.5866394042969	515.6376342773438	783.222900390625	1269.9400634765625	370.7875671386719	534.2122802734375	638.0642700195312	589.7623901367188	472.5954284667969	396.9590148925781	300.7356872558594	779.5645751953125	1071.313232421875	271.4979553222656	445.4727783203125	897.6511840820312	324.28729248046875	284.8154602050781	507.46295166015625	396.91845703125	342.96453857421875	299.3113708496094	519.3628540039062	573.8269653320312	NaN	340.0409851074219	513.9534301757812	546.32666015625	197.80621337890625	516.7789916992188	388.41827392578125	605.6935424804688	410.2890625	472.7791442871094	1393.3031005859375	263.543212890625	543.37646484375	304.4972229003906	215.11949157714844	574.2112426757812
A0A0G2JZ79	Sirt1	222.80029296875	NaN	99.706787109375	47.06056213378906	24.85220718383789	101.84165954589844	114.41598510742188	36.86157989501953	100.87216186523438	141.8343048095703	64.28855895996094	245.28480529785156	NaN	NaN	91.27703094482422	37.41408157348633	50.544654846191406	309.8115539550781	191.41500854492188	70.67530822753906	54.765682220458984	145.15647888183594	137.6970672607422	150.05419921875	NaN	NaN	96.37802124023438	44.15411376953125	30.1124324798584	96.75357818603516	64.74295043945312	85.11322784423828	65.2778549194336	85.88812255859375	67.68362426757812	NaN	NaN	NaN	NaN	NaN	NaN
A0A0G2K0D3	Lmod1	32.135650634765625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.989985466003418	17.112585067749023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.652344703674316	NaN	NaN	NaN	NaN	1.9841272830963135	90.00306701660156	NaN	NaN	NaN	NaN	NaN	NaN
A0A0G2K1Q8	Abca3	53.02782440185547	1888.254638671875	37.031707763671875	39.535762786865234	274.3351745605469	115.22013854980469	18.197254180908203	39.500064849853516	66.98848724365234	75.00447082519531	19.63190460205078	38.396366119384766	NaN	NaN	20.72591209411621	108.2290267944336	227.74583435058594	123.66494750976562	33.97755432128906	NaN	65.38231658935547	90.49710083007812	55.975547790527344	46.926490783691406	NaN	NaN	21.763275146484375	110.3343505859375	157.17950439453125	79.28002166748047	57.27897644042969	29.295440673828125	48.97977066040039	132.22891235351562	16.486530303955078	NaN	NaN	NaN	NaN	NaN	NaN
A0A0G2K2P5	Tjp1	1997.722900390625	3168.6787109375	1705.125732421875	1198.36865234375	1291.0643310546875	2992.365478515625	1317.6748046875	1762.3848876953125	1534.7060546875	1715.8660888671875	1805.0870361328125	1758.1380615234375	698.6930541992188	1669.26708984375	1299.05078125	1415.73681640625	1513.0543212890625	4631.923828125	1409.7552490234375	1543.7197265625	1120.869873046875	1804.5284423828125	1894.9771728515625	2013.3717041015625	611.1609497070312	1158.842529296875	1504.7462158203125	2254.43701171875	1640.8310546875	2154.682373046875	1469.267333984375	1239.69921875	1212.9381103515625	1770.834716796875	1367.8253173828125	1477.260498046875	1939.3583984375	2479.3251953125	6935.69482421875	995.2050170898438	2126.134765625
A0A0G2K344	Pik3ca	133.18771362304688	NaN	95.8121337890625	76.56404876708984	40.466224670410156	62.738037109375	111.01470184326172	90.31304931640625	117.89466857910156	129.24526977539062	86.26045227050781	129.2534942626953	NaN	NaN	105.59786987304688	42.70601272583008	95.62242889404297	99.89495849609375	172.80258178710938	73.60781860351562	65.1655044555664	119.39427947998047	78.8453369140625	154.66871643066406	NaN	NaN	115.5666275024414	67.89330291748047	81.18716430664062	49.96071243286133	99.69181060791016	119.8067626953125	79.7647933959961	90.9075698852539	106.79009246826172	NaN	NaN	NaN	NaN	NaN	NaN
A0A0G2K5L2	Slc25a22	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.76969051361084	NaN	NaN	3.241544485092163	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.364633560180664	NaN	NaN	NaN	18.348072052001953	NaN	35.702659606933594	71.50689697265625	NaN	NaN	NaN
A0A0G2K7V7	Mill2	NaN	NaN	NaN	NaN	43.39499282836914	NaN	NaN	NaN	NaN	27.219907760620117	NaN	26.378000259399414	NaN	NaN	NaN	NaN	37.730003356933594	NaN	18.256208419799805	NaN	NaN	NaN	40.1821174621582	NaN	NaN	NaN	23.79677391052246	NaN	18.026208877563477	NaN	NaN	24.509366989135742	NaN	7.270031929016113	NaN	NaN	NaN	NaN	NaN	NaN	NaN
A0A8I5ZM56	Map7d1	537.547607421875	37414.48828125	310.5921630859375	578.9086303710938	211.8260040283203	429.2460021972656	106.27275848388672	365.50738525390625	307.7970275878906	420.046630859375	327.18084716796875	486.7114562988281	40981.4140625	1029.031494140625	263.2791442871094	440.06060791015625	470.0370178222656	654.9421997070312	170.01441955566406	214.5441436767578	148.88772583007812	290.20355224609375	377.1186828613281	332.3339538574219	28238.05859375	77201.7890625	178.38046264648438	492.39111328125	397.2624816894531	393.2070007324219	151.02792358398438	229.43263244628906	387.683837890625	232.05702209472656	603.3268432617188	293.5436706542969	8462.6416015625	12446.220703125	13323.8935546875	873.1824951171875	2534.174072265625
A0A8I5ZNK2	Oxsr1	248.93582153320312	NaN	130.2643585205078	134.35733032226562	91.26957702636719	218.1692657470703	70.84783172607422	45.93309783935547	40.790287017822266	111.57698059082031	138.3507080078125	150.90423583984375	NaN	NaN	111.62937927246094	179.6001739501953	112.58201599121094	392.2324523925781	177.3245391845703	72.7601318359375	63.936222076416016	145.43536376953125	172.45162963867188	133.9011688232422	NaN	NaN	170.78675842285156	342.867431640625	124.43184661865234	286.8827819824219	96.5921630859375	90.36778259277344	58.24733352661133	119.88121032714844	121.52603149414062	NaN	328.32891845703125	775.6650390625	NaN	NaN	NaN
A0A8I5ZT12	Gapvd1	844.8289794921875	NaN	819.9060668945312	412.45892333984375	358.9140930175781	521.9512939453125	459.21868896484375	380.0423278808594	401.26531982421875	641.4447021484375	519.791015625	1005.654541015625	9639.4814453125	7109.50830078125	632.5732421875	808.5278930664062	435.378662109375	493.94744873046875	669.40869140625	420.2140808105469	482.2802734375	941.0241088867188	813.8285522460938	1039.242431640625	NaN	NaN	809.6641845703125	738.58203125	763.7526245117188	1307.741943359375	548.7042846679688	605.89892578125	359.9059753417969	656.5838623046875	751.77978515625	NaN	1642.3604736328125	5209.82470703125	5101.560546875	NaN	NaN
A0A8I6ASZ5	Tcf25	187.662353515625	NaN	92.9708023071289	131.5801239013672	236.8756561279297	NaN	151.8116455078125	207.11927795410156	324.0574035644531	185.806884765625	114.69509887695312	176.78594970703125	NaN	NaN	54.44287109375	304.82891845703125	225.94664001464844	NaN	108.51384735107422	240.69549560546875	327.3919677734375	173.78720092773438	212.91513061523438	182.41412353515625	NaN	NaN	106.927978515625	NaN	216.64251708984375	190.25875854492188	116.78644561767578	118.21585083007812	196.2930908203125	144.3527374267578	206.600341796875	NaN	169.38902282714844	NaN	432.1839294433594	112.02851867675781	538.550048828125
A0A8I6B1J2	Mbnl1	65.5037841796875	NaN	NaN	NaN	13.529958724975586	NaN	24.102123260498047	41.56195068359375	33.713050842285156	30.814531326293945	53.49931335449219	36.61500930786133	NaN	NaN	15.387303352355957	NaN	18.395034790039062	30.908348083496094	23.491132736206055	30.231176376342773	52.15884017944336	21.75870132446289	31.647130966186523	47.34891128540039	NaN	NaN	11.304728507995605	NaN	17.596805572509766	NaN	62.32834243774414	10.694080352783203	95.84292602539062	50.02277755737305	24.854143142700195	NaN	NaN	NaN	NaN	NaN	NaN
A0A8I6G2K8	Kdm1a	239.19293212890625	938.0890502929688	66.28968048095703	40.65101623535156	65.97320556640625	120.80553436279297	177.5978546142578	141.5263671875	152.70008850097656	159.85523986816406	120.4222183227539	309.5272216796875	897.2630004882812	817.1192626953125	132.66586303710938	33.09364318847656	46.642860412597656	147.3250732421875	181.23239135742188	102.4185562133789	129.5366973876953	199.47113037109375	234.61138916015625	268.27557373046875	637.6888427734375	172.1470947265625	131.433349609375	107.67387390136719	99.86528015136719	153.86573791503906	100.35202026367188	194.22796630859375	231.65765380859375	280.5098571777344	119.27853393554688	249.56114196777344	286.9919738769531	115.07618713378906	116.40458679199219	42.41126251220703	110.85765075683594
A0A8I6GM68	Hdac6	95.11615753173828	NaN	53.78070831298828	64.30091094970703	104.92809295654297	53.651275634765625	108.2795639038086	79.42118835449219	92.0598373413086	144.2053985595703	116.86482238769531	140.6304931640625	NaN	NaN	82.73107147216797	83.33563232421875	134.8883819580078	57.84660339355469	130.30532836914062	123.78807067871094	120.27116394042969	113.5899887084961	98.1240234375	161.40826416015625	NaN	NaN	80.58734130859375	93.07394409179688	70.50831604003906	49.63063049316406	139.46005249023438	78.7818374633789	149.09542846679688	60.68296432495117	145.7098846435547	3288.092041015625	217.1562042236328	1599.5350341796875	382.1361999511719	469.7062072753906	912.3739013671875
A0FKI7	Acbd5	NaN	NaN	96.86751556396484	64.71057891845703	23.048072814941406	110.07427978515625	34.660438537597656	NaN	NaN	8.48592472076416	NaN	NaN	NaN	NaN	13.744560241699219	116.03313446044922	NaN	25.372568130493164	36.18169021606445	15.666038513183594	NaN	54.50949478149414	42.344886779785156	41.97684097290039	NaN	NaN	25.991300582885742	73.56353759765625	65.6545181274414	60.820213317871094	23.46710205078125	NaN	NaN	NaN	NaN	NaN	294.0625305175781	1006.3190307617188	NaN	NaN	NaN
A0JN27	Gtf2h2	52.61448669433594	NaN	51.08646774291992	23.168014526367188	23.02594757080078	NaN	180.87510681152344	139.42361450195312	118.4514389038086	181.48240661621094	55.0154914855957	26.65683364868164	NaN	NaN	49.10027313232422	NaN	18.52765464782715	NaN	157.5396728515625	79.25695037841797	140.28143310546875	NaN	83.88933563232422	72.96419525146484	NaN	NaN	74.81932830810547	NaN	60.1766357421875	NaN	27.20756721496582	46.36226272583008	76.43944549560547	82.0510482788086	34.649742126464844	NaN	NaN	NaN	NaN	NaN	NaN
A0JPJ7	Ola1	83.2574462890625	609.1388549804688	18.635196685791016	50.748783111572266	12.383889198303223	42.77846145629883	27.162715911865234	40.20669937133789	34.02254867553711	16.14118003845215	37.268672943115234	65.608642578125	305.2193603515625	1158.936279296875	23.108524322509766	23.267629623413086	23.483816146850586	124.28964233398438	42.00909423828125	19.504545211791992	56.72753143310547	30.7775821685791	15.477445602416992	25.749696731567383	794.9161987304688	674.4943237304688	47.625526428222656	44.203643798828125	17.641307830810547	84.9703598022461	33.57367706298828	46.012428283691406	25.07577896118164	34.68850326538086	26.593814849853516	735.3218994140625	281.57568359375	766.1373291015625	358.9638366699219	174.86045837402344	438.7942810058594
A0JPM9	Eif3j	89.04336547851562	611.8631591796875	51.49267578125	50.851097106933594	272.2362365722656	NaN	162.45130920410156	121.53083038330078	82.28077697753906	113.71516418457031	57.00373077392578	98.09698486328125	854.0740356445312	2905.601806640625	67.76984405517578	NaN	114.68413543701172	NaN	87.85604858398438	189.74034118652344	174.22247314453125	120.52951049804688	226.12689208984375	149.6285400390625	NaN	766.734375	118.13729858398438	NaN	139.75401306152344	24.778793334960938	79.1307144165039	107.85050201416016	121.06781005859375	166.865966796875	74.2527084350586	1229.902099609375	388.8444519042969	350.1768493652344	174.42897033691406	NaN	858.9335327148438
A0JPN4	Zc3h12a	275.5012512207031	NaN	NaN	NaN	NaN	NaN	190.08233642578125	116.43814086914062	204.6501922607422	242.36172485351562	110.22179412841797	281.8479309082031	NaN	NaN	227.8771209716797	142.6671600341797	945.6044921875	341.7298583984375	298.0628967285156	265.2898254394531	158.36093139648438	285.766357421875	373.4952697753906	455.2998962402344	NaN	NaN	NaN	NaN	247.87472534179688	NaN	178.098876953125	146.4107208251953	112.2065658569336	324.4936218261719	213.8149871826172	NaN	NaN	NaN	NaN	NaN	NaN
A0JPN6	Med22	NaN	NaN	NaN	NaN	NaN	150.7646484375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.619452476501465	NaN	7.545342445373535	21.408954620361328	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.7669677734375	NaN	77.27005004882812	NaN	7.872357368469238	17.54625129699707	NaN	21.27229118347168	NaN	NaN	NaN	NaN	NaN	NaN
A0JPP1	Drap1	169.44664001464844	1314.389404296875	150.0287322998047	81.47078704833984	54.9110107421875	338.35919189453125	199.64991760253906	303.2618408203125	170.8651123046875	143.6553497314453	130.4188995361328	207.9976043701172	340.46099853515625	190.16932678222656	93.54522705078125	294.8199462890625	99.07720947265625	386.5686340332031	119.88238525390625	131.41793823242188	126.85969543457031	160.18521118164062	251.54444885253906	326.5341491699219	679.6693115234375	236.02252197265625	160.0568084716797	282.61541748046875	59.15753936767578	218.3087158203125	226.70420837402344	154.80259704589844	78.1627426147461	267.2177429199219	117.08145904541016	NaN	NaN	NaN	NaN	NaN	NaN
A0JPP8	Ccdc61	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.67267608642578	24.22530746459961	NaN	NaN	NaN	NaN	NaN	NaN	22.386890411376953	NaN	NaN	NaN	NaN	11.179746627807617	NaN	NaN	NaN	7.540661334991455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
A0JPQ4	Trim72	NaN	NaN	2472.48583984375	10398.306640625	2105.293701171875	9145.673828125	NaN	31.842464447021484	NaN	NaN	52.72643280029297	NaN	NaN	NaN	2200.211669921875	9081.88671875	1422.718017578125	10933.94140625	NaN	NaN	NaN	NaN	45.32463455200195	NaN	NaN	NaN	2454.57861328125	15530.609375	1305.043701171875	7636.7900390625	NaN	NaN	NaN	140.028076171875	NaN	NaN	7481.5322265625	12934.6611328125	14750.1669921875	NaN	NaN
A0JPQ7		3377.13330078125	23353.908203125	3977.7275390625	3408.332763671875	1756.32861328125	NaN	9250.177734375	9665.0673828125	9704.49609375	2175.681396484375	3956.822265625	4150.25927734375	86047.9375	482089.125	5181.98095703125	60505.7890625	733.1273803710938	36459.5859375	6050.5478515625	9906.0068359375	NaN	9417.4052734375	3976.8232421875	8071.619140625	7910.2646484375	11814.1962890625	3401.442138671875	20523.115234375	2032.0838623046875	62264.90234375	15977.06640625	13063.5078125	12186.0390625	5834.86328125	3711.220703125	NaN	NaN	177842.65625	NaN	NaN	NaN
A0JPQ9	Chid1	214.04409790039062	1685.5032958984375	568.1895751953125	1014.976806640625	740.1929931640625	735.7877807617188	391.6238098144531	620.4955444335938	573.3449096679688	373.0097351074219	494.1949157714844	266.7853698730469	NaN	NaN	576.1940307617188	577.2998046875	612.3172607421875	707.927001953125	324.0168151855469	499.7823181152344	589.74267578125	382.2015380859375	380.7877197265625	276.7973937988281	NaN	NaN	553.7373657226562	1076.845458984375	647.4201049804688	392.11822509765625	357.95428466796875	536.7971801757812	912.8803100585938	514.0894165039062	417.22100830078125	878.6493530273438	486.4864501953125	2160.8466796875	2068.59814453125	797.5341796875	1454.2969970703125
A1A5P0	Cdc42ep1	2035.7794189453125	NaN	154.64820861816406	134.8050994873047	127.19515991210938	NaN	71.13825225830078	180.6541748046875	186.83815002441406	892.8204956054688	556.2616577148438	1237.292236328125	NaN	NaN	62.392295837402344	NaN	967.3613891601562	110.85196685791016	102.13488006591797	161.46279907226562	115.05704498291016	332.61480712890625	474.5819091796875	425.48980712890625	NaN	NaN	102.42044067382812	41.4356575012207	327.9425048828125	122.84955596923828	253.1881103515625	291.43243408203125	460.60650634765625	318.3228454589844	1502.7464599609375	NaN	357.2703552246094	761.2124633789062	650.4231567382812	365.0246276855469	202.5491180419922
A1A5P2	Rrs1	55.119300842285156	NaN	NaN	NaN	11.909828186035156	NaN	32.597877502441406	NaN	24.54914665222168	30.25815773010254	36.08070373535156	29.93626594543457	NaN	NaN	14.556190490722656	NaN	40.51719284057617	NaN	17.482837677001953	NaN	32.45130920410156	13.779621124267578	32.66302490234375	NaN	NaN	NaN	15.920547485351562	NaN	25.215394973754883	NaN	20.88031578063965	30.367050170898438	45.61116027832031	4.502412796020508	85.4857177734375	NaN	NaN	NaN	NaN	NaN	NaN
A1A5P9	Magee1	105.30738830566406	NaN	25.638303756713867	NaN	39.89931106567383	NaN	40.44517517089844	129.1102752685547	97.79373931884766	81.78682708740234	57.163246154785156	72.71702575683594	NaN	NaN	18.901838302612305	79.18916320800781	38.86522674560547	41.366146087646484	44.90395736694336	95.45164489746094	62.30055618286133	62.08935546875	86.62380981445312	103.9711685180664	NaN	NaN	NaN	NaN	48.14875793457031	NaN	29.497501373291016	46.36469650268555	88.79852294921875	75.41658782958984	94.77775573730469	NaN	NaN	NaN	130.5123748779297	60.853614807128906	333.7257080078125
A1A5Q0	Lmod2	NaN	NaN	336.7318420410156	440.9554748535156	197.93359375	269.1972961425781	11.589842796325684	NaN	NaN	NaN	NaN	NaN	NaN	NaN	248.87527465820312	302.16070556640625	431.3123779296875	516.1349487304688	NaN	NaN	158.068603515625	NaN	9.697466850280762	NaN	NaN	NaN	476.8053283691406	372.73773193359375	211.6197967529297	314.50128173828125	NaN	NaN	NaN	NaN	126.3700942993164	NaN	2682.99609375	8646.56640625	18702.220703125	NaN	NaN
A1A5R1	Rbfox2	611.6661987304688	14933.2705078125	225.69309997558594	207.58389282226562	120.87503051757812	1139.4085693359375	334.80340576171875	444.3724670410156	441.23883056640625	344.7431945800781	534.5879516601562	572.3703002929688	12827.6103515625	29474.015625	373.76043701171875	641.9849243164062	528.5925903320312	412.4198913574219	164.19390869140625	384.6758728027344	337.9273681640625	347.9285888671875	352.4461669921875	563.3338012695312	12310.517578125	11000.1572265625	459.8946228027344	800.1556396484375	502.0916442871094	1047.273193359375	303.6864929199219	397.4855041503906	243.55413818359375	305.3882751464844	335.73052978515625	3993.43896484375	460.29266357421875	3098.812744140625	NaN	NaN	6470.51220703125
